text,label,split
furniture assembly parts screws bolts allen key diagram step component flight booking seat selection baggage allowance meal preference check-in boarding gym membership pricing trainer class schedule locker room parking sauna,2,train
stewardship watershed conservation zero discharge recycled water effluent treatment biodiversity conservation ecosystem services capital accounting wetlands habitats,1,train
newspaper article headline journalist reporter editor publication date column laboratory test blood sugar cholesterol haemoglobin creatinine report range,2,train
furniture catalogue sofa bed wardrobe table chair dimensions material finish,2,val
energy intensity gj tonne production renewable grid electricity purchased certificates water intensity unit product surface party consumption emissions tonnes co2 equivalent unit product combined,1,train
car insurance premium no claim bonus comprehensive coverage garage repair cryptocurrency bitcoin blockchain wallet private key exchange price chart loan application credit score verification collateral interest rate,2,train
principle 1 businesses conduct integrity ethical transparent accountable anti-bribery policy principle goods services safe extended producer responsibility lifecycle impact principle 3 employee wellbeing permanent workers insurance accident insurance maternity,0,train
interest directors declaration annually code of conduct compliance awareness value chain partners training sessions dealers suppliers covered,0,train
net positive nature biodiversity credits banking ecosystem restoration corporate supply chain traceability blockchain technology provenance verification audit social responsibility strategic shared value creation csr,1,train
ghg greenhouse gas scope 1 scope 2 metric tonnes co2 intensity physical output responsibility and sustainability report brsr sebi mandatory disclosure listed entity,0,train
weather app notification rain alert wind advisory temperature change hourly,2,val
password click link enter new password confirm email notification shipping label sender dimensions fragile handle care customs,2,train
annual report integrated sustainability statutory reports statements corporate overview supply chain management due diligence code of conduct esg assessment business water neutrality target zero waste landfill ghg scope reduction renewable energy,0,train
female workforce diversity equity posh policy zero complaints investigations sustainable sourcing core kpi chain implementation business spend percentage certification manufacturing plants eco label submersible pumps castings,0,train
safety ltifr lost time injury frequency incidents near miss fatalities board diversity independence gender age nationality skills matrix experience committees,1,train
principle 7 public regulatory policy transparent responsible trade industry associations principle 8 growth equitable csr social impact communities principle 9 consumer value responsible data privacy security recalls complaints,0,train
carbon neutrality net zero 2050 climate change scope 3 emissions value chain decarbonization sustainable development united agenda inclusive growth communities,1,train
concert ticket venue date time support act merchandise backstage pass experience yoga meditation mindfulness breathing technique pose energy,2,train
corporate social responsibility strategic shared value creation communities csr environmental management system iso 14001 audit nonconformities corrective action improvement,1,train
notification cfd-sec-2 brsr core parameters reasonable assurance standalone reporting boundary a general identity number cin paid-up capital nse stock exchange ngrbc nine principles essential indicators leadership compliance accountability,0,train
product recalls voluntary forced safety issues instances reasons number category,0,val
carbon capture storage utilisation ccus negative emissions technology direct air capture,1,val
responsible sourcing raw materials conflict minerals sustainable forestry fair trade rainforest force financial disclosures physical risks opportunities scenario based targets 1.5 degree pathway emissions reduction committed verified,1,train
sasb industry specific sustainability accounting standards board metrics framework,1,val
admission entrance exam score cutoff merit counselling seat allotment fees event management seminar workshop registration delegate speaker tourist visa application documents embassy interview approval,2,train
principle 8 inclusive growth equitable development csr social impact assessment principle 9 consumer value responsible data privacy cyber product recalls,0,train
5 human due child labour forced labour sexual harassment 6 environment energy consumption scope scope 2 emissions renewable,0,train
corporate social responsibility strategic philanthropy shared value communities csr environmental management iso 14001 corrective action improvement,1,train
independent external agency ims audit iso 9001 14001 45001 50001 letter section b management process disclosures ngrbc principles policy procedures chain,0,train
online course certification assignment completion deadline platform password reset click link enter new password verification email notification shipping label sender recipient weight handle care customs,2,train
circular bioeconomy biogenic carbon renewable feedstock bio-based materials cascade sustainable development finance taxonomy classification eligible activities criteria,1,val
return filing deductions exemptions assessment form income salary school curriculum syllabus examination marks grade promotion admission fees timetable,2,train
news breaking event location witnesses emergency response investigation music playlist favourite songs artist album genre rock classical shuffle fitness routine workout plan exercise sets rest interval heart rate,2,train
political speech campaign promises economic growth jobs infrastructure healthcare education paper methodology results discussion conclusion references peer reviewed journal,2,train
finance adaptation mitigation developing countries loss damage fund cop agreement global reporting initiative gri standards sustainability report environmental social governance carbon neutrality net 2050 climate change scope 3 emissions value chain decarbonization,1,train
based solutions afforestation reforestation avoided deforestation blue carbon mangrove conflict minerals cobalt mica responsible traceability custody smelter water risk physical regulatory reputational stress scarcity flood contamination watershed,1,train
photography landscape lighting golden hour lens aperture shutter podcast episode topic guest interview discussion subscribe review rating,2,train
international codes iso bis bee ce fm ul star rating products specific commitments goals timelines energy targets fy 2026 2027 2029 2030 esg workshops value chain training sessions ngrbc nine principles percentage spend,0,train
meeting agenda project kickoff discussion timeline stakeholders action items recipe ingredients flour butter eggs baking powder mix combine bake movie review excellent cinematography compelling narrative outstanding performances blockbuster,2,train
climate resilience adaptation mitigation physical risk chronic acute transition regulatory market development education healthcare livelihood skills rural infrastructure csr investment,1,train
finance credibility agreement sector decarbonisation pathway nature capital valuation ecosystem accounting wealth green climate finance mitigation developing countries loss damage fund,1,train
meditation mindfulness breathing technique pose asana energy balance stress photography portrait lighting composition hour lens aperture shutter,2,train
speech promises economic growth jobs infrastructure healthcare research paper methodology results references peer reviewed journal online shopping cart checkout payment gateway credit card billing address,2,train
living supply chain minimum benchmark methodology certification lgbtq inclusion rainbow diversity equity belonging psychological culture workplace responsible ai algorithm bias explainability governance framework,1,train
r&d expenditure technologies environmental social impacts total investments sustainable sourcing procedures inputs sourced sustainably percentage chain audit,0,train
sustainable procurement policy criteria lifecycle thinking total cost ownership assessment land use change deforestation restoration biodiversity net gain offset compensation,1,val
annual report integrated sustainability reports financial statements corporate supply chain management due diligence supplier code of esg assessment business spend,0,train
human rights labour conditions due diligence training employees value fairness corporate governance transparency accountability board oversight listing obligations disclosure requirements regulation materiality fines,0,train
compliance monitoring tool statutory requirements non-compliance rectification notification independent assessment external agency ims audit iso 9001 14001 45001 50001 assurance letter section b management process disclosures principles policy procedures value chain,0,train
parking lot charges hourly daily monthly pass vehicle four wheeler catering order menu items quantity vegetarian buffet delivery bouquet arrangement occasion message card day express,2,train
horoscope zodiac sign personality traits prediction career finance weekly fashion trend season collection outfit styling accessories colour palette runway,2,train
circular economy principles reduce reuse recycle landfill extended renewable energy solar power purchase carbon offsets clean energy transition,1,train
water groundwater surface third party kilolitres turnover air emissions nox sox particulate matter volatile organic compounds mt per year measurements ghg greenhouse gas scope 2 metric tonnes co2 equivalent intensity physical output,0,train
principle businesses conduct integrity ethical transparent accountable anti-bribery policy principle 2 services sustainable safe extended producer responsibility lifecycle impact,0,train
laboratory test blood sugar report range university admission entrance score cutoff merit counselling seat allotment fees,2,train
water blue grey scarcity weighting watershed level assessment methodology circular economy metrics material circularity indicator ellen macarthur foundation emissions trading scheme market quality additionality permanence verification,1,train
language learning vocabulary grammar practice listening speaking reading plumber electrician carpenter handyman service charges hourly emergency contact order flavour fondant custom design delivery advance booking,2,train
cinema hall show timing seat row multiplex ticket booking snacks beverage combo chess tournament rating grandmaster opening endgame strategy clock time control,2,val
biodiversity conservation ecosystem services natural capital accounting wetlands forests habitats economy principles reuse recycle waste diversion landfill extended,1,train
csr projects beneficiaries vulnerable marginalised groups percentage healthcare education consumer complaints data privacy advertising cyber security delivery restrictive trade,0,val
turnover worth csr section 135 companies act 2013 statements assurance provider reasonable assurance notification listed entity core indicators,0,train
just transition social equity carbon economy workers communities fossil fuel down climate smart agriculture regenerative farming soil carbon sequestration food water nexus digital sustainability ai machine learning efficiency resource predictive maintenance,1,train
engagement materiality assessment double materiality financial impact green building leed igbc platinum energy water conservation sustainable responsible sourcing materials conflict minerals sustainable forestry fair rainforest,1,train
academic transcript grades course credits semester gpa dean list graduation certificate restaurant menu appetizers dessert beverage price chef special promotion,2,train
bribery zero transparent accountable action fraud interest board directors declaration annually code of compliance,0,train
paper results discussion conclusion peer reviewed journal online shopping cart checkout payment gateway credit card billing address confirmation,2,train
climate smart agriculture regenerative farming soil carbon sequestration food water nexus digital sustainability ai learning resource optimisation predictive maintenance,1,train
innovation research development products services circular revenue green chemistry finance green loans sustainability bonds framework second opinion tnfd nature taskforce risks positive strategy ecosystem restoration,1,train
principle 6 environment consumption ghg scope 1 scope 2 emissions renewable principle 7 public regulatory policy transparent industry associations advocacy principle 8 inclusive growth equitable development csr social impact assessment communities,0,train
amusement park ride ticket combo family package height restriction safety rules furniture catalogue sofa bed wardrobe table chair dimensions material finish,2,val
water footprint blue green scarcity weighting watershed level assessment methodology circular economy metrics material circularity indicator ellen macarthur foundation emissions trading scheme carbon market offset quality additionality permanence verification,1,train
travel itinerary hotel reservation tourist attractions local cuisine sports championship final score league standings tournament forecast partly temperature humidity wind speed precipitation outlook,2,train
wedding planning catering photographer florist guest list invitation seating tax return filing deductions exemptions refund year form income salary school curriculum syllabus examination marks grade promotion admission timetable,2,train
emissions intensity metric tonnes co2 equivalent per revenue unit product scope combined plastic packaging reduction recycled content post-consumer pcr epr compliance filing,1,train
waste recovered recycled reused co-processing disposal incineration landfilling operations,0,val
renewable energy solar wind power purchase agreement carbon offsets clean energy transition social impact assessment community engagement csr vulnerable marginalised employee wellbeing mental health work balance diversity inclusion gender pay wellness,1,train
employee training learning development upskilling reskilling capability building performance safety ltifr lost time injury frequency recordable incidents near miss fatalities consequence,1,train
water discharged surface groundwater third party treatment zero liquid discharge plants energy saved improved efficiency renewable sources total production consumption reduction,0,val
car rental self-drive chauffeur duration pickup drop fuel unlimited kilometres water tanker booking capacity litres delivery area charges emergency residential,2,val
board committee decision making sustainability issues corporate level reporting review ngrbcs committee board frequency annually half yearly quarterly monthly anti-corruption bribery zero tolerance transparent accountable disciplinary action fraud,0,train
investment esg integration engagement proxy voting exclusion materiality matrix significant stakeholders business impact environmental social pillar sustainability targets science near term long term net zero committed baseline year,1,train
carbon footprint service organizational boundary methodology inventory factor water blue green grey scarcity weighting watershed level assessment methodology,1,train
remuneration salary wages median board kmp employees workers male female wages females percentage wages financial year comparison previous year,0,train
bank statement transaction history debit credit withdrawal electricity bill units consumed tariff rate fixed charges surcharge due payment headline reporter editor publication date byline column,2,train
recipe sugar eggs vanilla extract powder mix combine bake movie excellent cinematography compelling narrative outstanding performances blockbuster travel flight hotel sightseeing tourist attractions local cuisine,2,train
online shopping cart checkout payment gateway credit card billing address confirmation news article breaking event location witnesses services response investigation music playlist favourite songs artist album genre classical shuffle,2,train
design scheme accent wall lighting minimalist online course certification module quiz assignment deadline platform,2,train
laundry service pickup delivery dry cleaning ironing stain removal charges kg cable television dth channel package recharge subscription monthly payment plan,2,val
mobile app update new features bug fixes improved optimised download store hotel booking check-in checkout breakfast included pool gym spa cancellation policy,2,train
horoscope sign personality traits prediction love career finance fashion collection outfit styling accessories colour palette runway cooking step preparation garnish plating serving chef,2,train
rideshare app driver rating surge pricing route map estimated arrival pickup,2,val
marine pollution producer responsibility recycling infrastructure sustainable bio-based compostable recyclable design lightweighting reuse refill living wage fair wage supply chain workers minimum methodology audit certification,1,train
corrective actions safety incidents significant risks working conditions health practices stakeholder groups key entity frequency engagement communication purpose scope,0,train
application form birth certificate photograph fee appointment ration card family members income certificate address food entitlement registration circle rate document verification,2,train
game walkthrough level cheat achievement unlock boss strategy guide tips horoscope zodiac sign personality traits prediction love career finance weekly,2,train
markets served union territories countries exports percentage turnover customers employee workers permanent other than permanent female differently abled categories,0,train
greenco certification manufacturing plants eco label submersible castings products management personnel board directors remuneration median wages male female workers,0,train
just energy transition partnership coal phase developing countries finance support green hydrogen renewable energy carrier fuel cells electrolysis decarbonise hard-to-abate,1,val
principle 4 stakeholder interests communities investors suppliers dealers responsive human rights due child labour forced posh sexual harassment prevention principle 6 environment energy consumption ghg 1 scope 2 emissions intensity renewable,0,train
train ticket reservation seat berth arrival grocery list milk bread eggs butter vegetables cereals cooking oil snacks subscription service movies shows episodes watch list recommend,2,train
global reporting initiative gri standards report environmental governance carbon neutrality net zero 2050 climate change scope emissions value chain decarbonization sustainable development goals sdgs united 2030 inclusive growth communities,1,train
wedding planning catering photographer florist guest list seating tax return filing deductions exemptions refund assessment form income salary school curriculum syllabus examination grade promotion admission timetable,2,train
cable television dth channel package recharge subscription monthly payment plan swimming pool membership adult child timing lane width depth temperature chlorine,2,val
emissions risk ghg monitoring government control export norms furnace replacement occupational health safety ohs 45001 plants controls employee sensitisation training rights labour conditions due diligence training employees value chain fairness,0,train
product stewardship lifecycle quality safety eco-friendly sustainable design innovation value energy management consumption efficiency intensity deployment net zero strategy risk monitoring government control export norms furnace,0,train
carbon capture storage utilisation ccus negative emissions technology direct air capture net zero aligned financial institution paris pledge portfolio decarbonisation target year,1,val
sebi listing obligations regulation materiality fines penalties manufacturing fluid percentage turnover nic code products services sold,0,train
sustainability annual integrated combined assurance external verification independent auditor energy intensity gj tonne production renewable fraction electricity purchased certificates water intensity kilolitres unit product groundwater surface third party consumption,1,train
footprint product organizational boundary scope methodology inventory factor water footprint blue green grey scarcity weighting watershed methodology circular economy metrics material circularity indicator ellen macarthur,1,train
pet care veterinary appointment vaccination flea tick worming grooming diet nutrition planning catering photographer florist guest list seating return filing deductions exemptions refund assessment form income salary,2,train
bank transaction history balance debit credit withdrawal deposit electricity units consumed tariff rate charges due date payment newspaper article journalist reporter editor publication date byline column,2,train
biodiversity conservation ecosystem services natural capital wetlands forests habitats circular principles reduce reuse recycle waste diversion extended producer energy solar wind power purchase agreement carbon offsets clean energy,1,train
community development education healthcare livelihood skills rural infrastructure csr investment employee training development upskilling reskilling building performance safety ltifr lost time injury frequency recordable incidents near miss fatalities consequence,1,train
painting exhibition gallery artist medium canvas acrylic watercolour sculpture charity donation ngo community service beneficiary impact,2,train
section a disclosures identity number cin paid-up bse nse stock exchange ngrbc nine principles essential indicators leadership transparency accountability,0,train
language learning app vocabulary grammar practice listening speaking reading plumber electrician carpenter charges emergency contact bakery cake order flavour fondant custom design delivery advance booking,2,train
flower delivery bouquet arrangement occasion message card same day express dear customer your order has been shipped tracking number estimated delivery business days,2,train
greenco certification manufacturing plants eco label submersible pumps products key management personnel board directors remuneration median wages male female workers,0,train
conflict minerals cobalt mica lithium sourcing traceability chain custody smelter water risk physical regulatory reputational stress scarcity flood contamination watershed,1,train
sustainable sourcing procedures sourced sustainably percentage audit cycle assessment lca products manufacturing boundary cradle gate independent recycled input material total value foundry operations manufacturing plants,0,train
energy management system 50001 energy review performance indicators targets quality management system iso 9001 customer satisfaction continual improvement process audit carbon footprint product service organizational boundary scope methodology inventory factor,1,train
emission factor grid electricity renewable energy attribute certificate calculation stakeholder consultation material topics process identification significance ranking,1,val
principle 4 stakeholder investors suppliers dealers employees responsive principle 5 human rights due diligence child labour forced labour posh sexual harassment prevention,0,train
food delivery app restaurant rating cuisine filter price range estimated time,2,val
water intensity kilolitres unit product groundwater surface third party consumption emissions intensity metric tonnes co2 equivalent per revenue unit product,1,train
food delivery app restaurant rating cuisine filter price range estimated time e-commerce return policy refund exchange size chart product review photo upload,2,val
circular economy metrics material circularity indicator ellen foundation emissions scheme offset quality additionality permanence,1,train
ghg protocol scope 1 3 verification third assurance limited reasonable waste management hazardous non-hazardous recycling co-processing incineration diversion sustainability code of conduct corrective action plan improvement programme,1,train
real bedroom bathroom square feet amenities neighbourhood asking price academic transcript grades credits semester gpa dean list graduation certificate restaurant menu appetizers main course dessert beverage price special promotion,2,train
nature valuation ecosystem services accounting wealth inclusive finance adaptation developing countries loss cop agreement global reporting initiative gri standards sustainability report environmental social governance,1,train
sustainability governance board oversight esg committee non-executive director expertise ghg scope 1 2 3 inventory verification third assurance limited,1,train
laundry service pickup delivery dry cleaning ironing stain removal charges kg,2,val
book plot characters author biography review technology review smartphone camera battery performance price,2,train
emissions scheme carbon market offset quality permanence modern slavery act transparency reporting supply chain forced labour indicators red flags,1,train
concert ticket date support act merchandise backstage pass yoga meditation mindfulness breathing technique pose energy stress,2,train
waste management plastic e-waste bio-medical battery hazardous non-hazardous mt generated,0,val
manual installation guide safety warnings troubleshooting faq technical specifications social media post hashtag likes comments followers engagement viral content share political campaign promises economic growth jobs infrastructure healthcare education,2,train
nature based solutions afforestation avoided deforestation carbon mangrove conflict minerals cobalt mica lithium responsible sourcing traceability chain custody smelter water risk reputational stress scarcity flood contamination,1,train
scholarship application academic merit income proof recommendation blood donation camp voluntary donor health eligibility criteria hospital language learning app vocabulary grammar practice listening speaking reading,2,train
integrated management system ims certification surveillance recertification cycle scope emission factor grid electricity renewable energy attribute certificate calculation,1,val
waste management hazardous non-hazardous recycling co-processing incineration landfill diversion supplier sustainability code of assessment plan improvement programme product sustainability eco end life take back scheme packaging,1,train
occupational health safety ohs 45001 plants safety controls sensitisation training human rights labour conditions due diligence training employees chain fairness,0,train
overview responsible business conduct environmental risk opportunity table training awareness programmes board directors kmp employees workers coverage penalties punishment compounding fees settlement amount proceedings regulatory,0,train
loan application credit score income verification collateral interest rate emi mobile app update new bug fixes improved battery optimised download store,2,train
yoga meditation mindfulness breathing technique asana energy balance stress photography lighting composition golden hour aperture shutter podcast episode topic guest interview discussion download subscribe review rating,2,train
environmental impact lifecycle cradle to gate product carbon footprint lca water stewardship watershed conservation zero liquid discharge recycled water effluent treatment,1,train
csr projects beneficiaries vulnerable marginalised groups percentage healthcare education consumer complaints data privacy advertising cyber security delivery restrictive trade,0,val
community education livelihood skills rural infrastructure csr investment employee training learning upskilling reskilling capability building performance safety ltifr lost time injury frequency recordable incidents miss fatalities consequence,1,train
flower delivery bouquet arrangement occasion message card same express dear your order has been shipped delivery days update fixes performance user interface enhancements changelog,2,train
waste management plastic e-waste bio-medical battery hazardous non-hazardous mt generated waste recovered recycled reused co-processing disposal incineration landfilling operations,0,val
photography landscape portrait lighting composition hour lens aperture shutter podcast episode topic guest interview discussion download subscribe review rating,2,train
materiality significant topics stakeholders business impact environmental social pillar sustainability targets science based near term long term net zero committed baseline year,1,train
emissions intensity metric tonnes co2 equivalent per revenue product combined plastic packaging virgin recycled content post-consumer pcr epr compliance filing,1,train
esg rating msci sustainalytics cdp a-list water security climate change forests disclosure integrated thinking value creation six capitals financial manufactured intellectual human sustainability governance board oversight esg committee non-executive director expertise,1,train
product manual installation guide safety warnings troubleshooting faq technical social media post trending hashtag likes comments engagement content share political speech campaign promises economic growth jobs healthcare education,2,train
global reporting standards sustainability report environmental social governance carbon net zero 2050 climate change scope 3 emissions value,1,train
waste recovered recycled reused co-processing disposal incineration landfilling operations,0,val
gri universal standards sector program specific performance indicators boundary,1,val
just transition equity carbon economy workers communities fuel phase climate smart regenerative farming soil carbon sequestration food water nexus digital sustainability ai machine learning efficiency resource optimisation maintenance,1,train
furniture assembly instruction parts list screws bolts key diagram step component flight booking seat selection baggage meal preference check-in boarding,2,train
social media post trending hashtag followers engagement share political speech campaign promises economic growth infrastructure healthcare education research paper methodology results discussion references peer reviewed journal,2,train
assessment external agency ims audit iso 9001 45001 assurance letter section b management process disclosures ngrbc principles policy procedures value chain related party transactions purchases sales investments percentage total,0,train
review ngrbcs committee board annually half yearly quarterly monthly basis anti-corruption bribery zero tolerance transparent accountable disciplinary action fraud,0,train
esg data provider ratings methodology controversy screening norms-based screening just energy transition partnership coal phase developing countries finance support,1,val
integrated thinking value creation six capitals financial manufactured human social sustainability governance board oversight esg non-executive director expertise,1,train
worker wellbeing permanent benefits spending revenue retirement benefits pf gratuity national scheme deducted deposited authority accessibility differently abled rights disabilities act premises offices workstations,0,train
creation six capitals financial manufactured intellectual human social sustainability governance oversight esg committee non-executive director expertise ghg protocol scope 1 2 3 inventory verification third party assurance limited reasonable,1,train
biodiversity ecosystem services capital accounting wetlands forests habitats circular economy principles reduce reuse waste diversion landfill producer energy solar wind power purchase agreement carbon offsets energy transition,1,train
circular economy principles reduce reuse waste diversion landfill extended producer renewable energy solar wind power purchase agreement carbon offsets clean energy transition social impact assessment community engagement csr beneficiaries vulnerable marginalised upliftment,1,train
responsible ai algorithm bias transparency explainability governance framework net positive nature biodiversity credits habitat banking ecosystem restoration corporate,1,train
climate scenario analysis 1.5c 2c 4c physical transition resilience deforestation free supply chain palm oil soy beef timber responsible sourcing policy ocean marine pollution producer responsibility recycling infrastructure,1,train
data breaches instances percentage personally identifiable information customers impact water discharged surface groundwater third party treatment zero liquid discharge plants,0,val
sustainability targets based term long term net zero committed baseline year nature based solutions afforestation avoided deforestation blue carbon mangrove,1,train
medical prescription dosage frequency drug interaction side effects pharmacist real estate listing bedroom bathroom square feet amenities neighbourhood asking price academic transcript grades course credits gpa dean list graduation certificate,2,train
voluntary carbon integrity high quality removal reduction nature technology credit science based targets freshwater land biodiversity ocean targets positive 2030,1,train
political speech campaign promises economic jobs infrastructure healthcare education paper methodology results discussion conclusion peer reviewed journal online shopping cart checkout payment gateway card billing address confirmation,2,train
esg workshops partners training sessions ngrbc nine principles percentage spend oversight statement director business responsibility challenges,0,train
employee wellbeing work life balance diversity inclusion gender pay equity human rights due diligence slavery labour forced labour supply chain audit vendors stakeholder engagement assessment materiality impact outside-in,1,train
movie review compelling narrative outstanding performances blockbuster travel itinerary flight hotel reservation sightseeing tourist attractions local cuisine,2,train
online shopping cart checkout payment credit card billing confirmation article breaking event location witnesses services response music playlist favourite songs artist genre pop rock jazz shuffle,2,train
responsible ai ethics algorithm bias transparency explainability framework positive biodiversity credits habitat banking ecosystem restoration corporate chain transparency traceability blockchain provenance verification,1,train
ghg greenhouse gas scope 1 scope metric tonnes co2 equivalent intensity physical output business responsibility sustainability report brsr disclosure entity notification cfd-sec-2 brsr core parameters reasonable assurance standalone boundary,0,train
risk monitoring government control export norms furnace replacement occupational health safety ohs 45001 plants safety controls sensitisation training,0,train
principle environment energy consumption ghg scope 1 scope 2 emissions intensity renewable principle 7 public policy transparent responsible trade associations advocacy 8 inclusive growth development impact assessment communities,0,train
ration card family income certificate food grain entitlement property registration stamp duty circle rate sub-registrar document verification scholarship application academic merit income proof recommendation,2,train
sustainable development goals sdgs united nations 2030 agenda inclusive growth communities impact assessment lifecycle analysis cradle to gate carbon footprint lca water stewardship watershed zero liquid water effluent treatment,1,train
movie excellent cinematography compelling narrative outstanding performances blockbuster travel flight hotel reservation sightseeing attractions local cuisine,2,train
water tanker booking capacity litres delivery area charges emergency residential,2,val
hotel check-in checkout breakfast included pool gym spa cancellation policy train ticket seat berth coach class status platform arrival departure list milk bread eggs vegetables fruits cereals cooking oil snacks,2,train
water discharged surface groundwater third party treatment zero liquid discharge plants energy saved improved efficiency renewable sources total production consumption reduction,0,val
sustainable procedures inputs sourced percentage value chain audit life cycle assessment lca products manufacturing boundary cradle gate independent agency,0,train
sustainability committee corporate cmd board directors initiatives review monitoring tool statutory requirements non-compliance notification,0,train
diversity women leadership pipeline planning sponsorship programme innovation research development sustainable products services circular revenue green chemistry sustainable green esg-linked loans sustainability bonds framework second opinion,1,train
compliance monitoring tool statutory requirements non-compliance rectification notification independent assessment external agency ims audit iso 9001 14001 45001 50001 assurance letter section b management process disclosures ngrbc principles procedures value chain,0,train
board climate competence training scenario strategy integration integrated reporting framework capitals providers investors materiality connectivity voluntary carbon market integrity high quality removal reduction nature technology credit,1,train
accessibility abled rights persons disabilities act premises offices workstations performance career development employees workers total covered percentage financial health safety management iso 45001 coverage hira hazard identification risk assessment,0,train
monitoring tool requirements non-compliance independent agency ims audit iso 9001 45001 50001 section b management process disclosures ngrbc principles procedures value chain,0,train
reporting framework capitals providers investors materiality connectivity voluntary market integrity quality removal reduction nature credit science based targets freshwater land biodiversity nature positive 2030,1,train
horoscope zodiac sign personality traits prediction love career finance weekly trend season collection outfit styling colour palette cooking tutorial step preparation technique garnish plating serving suggestion chef,2,train
movie review excellent narrative outstanding performances blockbuster travel itinerary flight hotel sightseeing tourist attractions local,2,train
party transactions purchases sales loans advances investments total accounts payable trading houses dealers distributors purchases sales percentage compounding fee adjudication order act registrar penalty fine principle,0,train
cinema hall show timing seat row multiplex ticket booking snacks beverage combo,2,val
internal shadow decarbonisation capex decisions action scope 3 categories upstream downstream purchased goods services business travel waste climate analysis 1.5c 2c 4c physical opportunities resilience,1,train
ghg protocol scope 1 2 3 inventory verification third party assurance limited reasonable management hazardous non-hazardous recycling incineration landfill diversion supplier sustainability code of conduct assessment corrective action plan improvement programme,1,train
fashion trend season collection accessories colour palette tutorial step preparation technique garnish plating serving suggestion book summary plot characters themes author biography edition review,2,train
charity donation ngo volunteer community service fundraising beneficiary impact dictionary word definition pronunciation etymology synonym antonym usage sentence,2,train
living wage fair wage supply chain workers minimum benchmark methodology audit certification lgbtq inclusion diversity equity belonging safety culture workplace,1,train
book summary plot characters themes author biography publisher review technology smartphone camera performance benchmark comparison price,2,train
quality management system iso 9001 customer satisfaction continual improvement audit carbon footprint product service organizational scope methodology inventory factor,1,train
social license to operate community acceptance impact assessment engagement benefit sharing integrated management system ims certification surveillance recertification cycle scope,1,val
job creation small towns wages rural semi-urban urban metropolitan rbi classification csr projects beneficiaries vulnerable marginalised groups percentage healthcare education,0,val
environmental impact assessment projects applicable current financial year laws corrective action ongoing address safety risks significant working conditions practices,0,val
development sustainable products services circular revenue green chemistry finance green bonds esg-linked loans sustainability second opinion nature taskforce biodiversity risks nature strategy ecosystem restoration,1,train
posh complaints sexual harassment child labour forced wages filed assessments plants offices child labour labour wages percentage energy consumption renewable electricity fuel intensity gj turnover ppp,0,train
software update version bug fixes performance improvements user enhancements changelog meeting agenda project kickoff timeline milestones stakeholders action items recipe ingredients flour butter eggs vanilla extract baking powder mix bake,2,train
product manual installation guide safety warnings troubleshooting faq specifications social media post hashtag likes comments followers engagement viral content share political speech campaign promises economic growth infrastructure healthcare education,2,train
gross wages females percentage total wages financial year comparison previous year posh harassment discrimination child labour forced wages filed pending,0,train
fitness workout plan exercise repetitions rest interval calories heart rate home renovation remodel bathroom upgrade painting contractor quote,2,train
material issues esg risk opportunity financial implications positive negative rationale mitigation sustainability committee corporate level cmd board directors esg review compliance tool statutory non-compliance rectification notification,0,train
energy intensity gj production fraction grid electricity purchased certificates water intensity kilolitres unit product groundwater surface third party consumption,1,train
green hydrogen renewable energy carrier fuel cells electrolysis decarbonise hard-to-abate carbon capture storage utilisation ccus negative emissions technology direct air capture,1,val
assessments plants child labour forced wages energy consumption renewable non-renewable electricity fuel gj turnover ppp,0,train
home kitchen remodel bathroom upgrade painting contractor quote medical prescription frequency interaction effects patient pharmacist,2,train
tourist visa application documents embassy appointment fee interview approval gallery artist medium canvas acrylic oil watercolour sculpture charity donation ngo volunteer service fundraising impact,2,train
meeting agenda project kickoff discussion timeline milestones stakeholders action recipe ingredients flour vanilla powder mix combine bake,2,train
water stewardship watershed zero liquid discharge recycled water effluent treatment biodiversity conservation ecosystem services natural capital accounting wetlands forests habitats,1,train
sourcing brsr core kpi value chain implementation business spend greenco manufacturing plants eco submersible pumps castings products key management personnel board directors remuneration median wages male female workers,0,train
sustainability committee corporate level cmd board directors review compliance monitoring tool statutory requirements non-compliance rectification notification,0,train
meeting agenda project kickoff timeline milestones items recipe ingredients flour sugar butter eggs vanilla extract baking powder mix combine bake,2,train
software update version bug fixes performance improvements user interface enhancements changelog meeting agenda project kickoff discussion timeline milestones stakeholders action items recipe ingredients flour sugar eggs vanilla extract baking mix combine bake,2,train
password reset click link enter new password confirm verification email shipping label sender recipient weight dimensions fragile handle care birthday party cake decorations games goodie bags rsvp children,2,train
green hydrogen renewable energy carrier fuel cells electrolysis decarbonise hard-to-abate carbon capture storage utilisation ccus negative emissions technology direct air capture,1,val
water risk physical regulatory reputational scarcity flood contamination watershed plan 2030 2040 2050 milestones interim targets accountability governance annual,1,train
property stamp duty circle rate sub-registrar document verification scholarship application academic merit income proof institution recommendation blood donation camp voluntary donor eligibility criteria hospital,2,train
product stewardship lifecycle quality safety eco-friendly sustainable design innovation value management consumption efficiency intensity renewable net zero strategy emissions risk ghg monitoring control export norms reduction furnace replacement,0,train
manufacturing power equipment percentage turnover nic code products services number locations plants offices national international registered,0,train
climate adaptation mitigation developing damage fund cop agreement global reporting initiative gri sustainability report environmental social governance,1,train
parking lot charges hourly daily monthly season pass vehicle two four wheeler catering order menu items quantity serving non-vegetarian buffet flower delivery bouquet arrangement occasion message card same express,2,train
